person_id,x,y,cluster
Grp20220712.15.1,11.388333,2.387063,0
Grp20220712.15.1,11.390766,2.419723,0
Grp20220712.15.1,11.387480,2.444379,0
Grp20220712.15.1,11.372117,2.461394,0
Grp20220712.15.1,11.362292,2.472965,0
Grp20220712.15.1,11.357902,2.498838,0
Grp20220712.15.1,11.357708,2.517098,0
Grp20220712.15.1,11.341289,2.515989,0
Grp20220712.15.1,11.332454,2.540187,0
Grp20220712.15.1,11.064268,2.601858,0
Grp20220712.15.1,11.066942,2.614554,0
Grp20220712.15.1,11.047385,2.602638,0
Grp20220712.15.1,11.040843,2.604717,0
Grp20220712.15.1,11.040789,2.607451,0
Grp20220712.15.1,11.041190,2.628834,0
Grp20220712.15.1,11.044500,2.619173,0
Grp20220712.15.1,11.048952,2.612717,0
Grp20220712.15.1,11.028067,2.595569,0
Grp20220712.15.1,11.010209,2.578312,0
Grp20220712.15.1,11.018850,2.579846,0
Grp20220712.15.1,11.036954,2.562912,0
Grp20220712.15.1,11.071533,2.565953,0
Grp20220712.15.1,11.080832,2.539210,0
Grp20220712.15.1,11.084010,2.517614,0
Grp20220712.15.1,11.499356,2.485925,0
Grp20220712.15.1,11.397247,2.576589,0
Grp20220712.15.1,11.290707,2.622490,0
Grp20220712.15.1,11.283631,2.578033,0
Grp20220712.15.1,11.466622,2.528443,0
Grp20220712.15.1,11.447053,2.509715,0
Grp20220712.15.1,11.600674,2.445873,0
Grp20220712.15.1,11.561231,2.426935,0
